Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-601.1151	-746.1902	145.0751	0.102747	0.00281686	0.000727012	0.0570995	0.0163778	0.0093476	0.00488232	0.00917814	0.00534177	0.00758665	0.00975829	0.00627737	0.0148301	0.00377919	0.0114782	0.00135615	0.0119109	0.00932247	0.00857703	0.000336198	0.0249418	0.00436166	0.00141326	0.0123772	0.000627105	0.00106745	0.0144125	0.00282655	0.0025985	0.00671174	0.0160503	0.0169006	0.00512347	0.0421407	0.0116702	0.0383048	0.0167566	0.0255057	0.0208238	0.0228301	0.00396073	0.00578158	0.00492852	0.0194143	0.04497	0.00459193	0.00365407	0.00282684	0.000952282	0.0248297	0.013329	0.00242994	0.014287	0.0153167	0.00784346	0.014649	0.055509	0.00691383	0.0139623	0.0562584	0.0156978	0.0172534	0.026633	0.0174498	0.000910205	0.00389321	0.00274854	0.021195	0.00262721	0.0037596	0.0303256	0.00960426	0.00841344	0.0227022	0.00964219	0.000396436	0.0350768	0.00658849	0.0280928	0.00693174	0.0335094	0.000105736	1.74734e-05	0.000765454	0.0171742	0.00562559	0.00422674	0.565697	1.21158	0.3646605	1.63534	0.109659	0.340272	0.714395	1.39979	2.93883	9.11922	1.59826	4.484554	0.2274678	0.0836053	0.00229209	0.000591572	0.046462	0.0133266	0.00760617	0.00397276	0.00746828	0.00434662	0.00617328	0.00794035	0.00510792	0.0120673	0.00307513	0.00933988	0.00110351	0.00969197	0.00758572	0.00697916	0.000273565	0.0202952	0.0035491	0.00114998	0.0100713	0.000510277	0.000868587	0.0117275	0.00229997	0.00211441	0.00546136	0.0130602	0.0137521	0.00416898	0.03429	0.00949612	0.0311688	0.0136349	0.0207541	0.0169444	0.0185769	0.00322286	0.00470449	0.00401035	0.0157975	0.0365923	0.00373647	0.00297333	0.00230021	0.000774875	0.020204	0.0108459	0.00197725	0.0116254	0.0124633	0.00638225	0.01192	0.0451679	0.00562581	0.0113611	0.0457777	0.0127733	0.0140391	0.0216713	0.0141989	0.000740636	0.00316792	0.0022365	0.0172464	0.00213777	0.0030592	0.0246761	0.00781502	0.00684604	0.0184729	0.00784588	0.000322581	0.0285421	0.00536107	0.0228592	0.00564038	0.0272667	8.60374e-05	1.42182e-05	0.000622852	0.0139747	0.00457756	0.00343932	0.81767	0.18233	1.228949
36	-595.2851	-740.0502	144.7651	0.0890895	0.0131727	0.00073356	0.0403927	0.0320361	0.018312	0.0154818	0.0153231	0.0199033	0.00542566	0.0179352	0.00841418	0.0235446	0.034922	0.0125006	0.0107276	0.0157688	0.0130155	0.0076045	0.000566562	0.0272588	0.00624407	0.00388925	0.00417139	0.00153765	0.00134829	0.0141565	0.00704533	0.0144147	0.00696193	0.00504974	0.0214181	0.0012923	0.00823651	0.0235171	0.0778519	0.0295712	0.0305485	0.0316376	0.0206705	0.0220001	0.0039121	0.00206607	0.00577996	0.0509611	0.0198963	0.00108123	0.00965638	0.0239097	0.0215003	0.0102035	0.00730962	0.00483336	0.0102028	0.0130716	0.00473037	0.0267973	0.00870293	0.0206357	0.0923782	0.0286446	0.00303946	0.0141618	0.0238564	0.00212269	0.017318	0.000425813	0.0155566	0.0176758	0.00477793	0.0200173	0.0034172	0.00549859	0.0374344	0.053661	0.00409549	0.0283031	0.0253337	0.0237395	0.00964832	0.0256061	0.000234516	0.00427515	0.0117353	0.0383809	0.00650561	0.00609513	0.834708	1.08053	0.398359	1.601641	0.157887	0.406473	0.755136	1.32427	2.46019	6.33365	1.334696	4.020597	0.3763467	0.0585007	0.00864985	0.000481692	0.0265239	0.0210365	0.0120246	0.0101661	0.0100619	0.0130695	0.00356276	0.0117772	0.00552517	0.0154606	0.0229315	0.00820853	0.00704428	0.0103546	0.00854666	0.00499349	0.000372033	0.0178995	0.00410017	0.00255388	0.00273914	0.0010097	0.000885358	0.00929584	0.00462632	0.00946545	0.00457155	0.00331591	0.0140642	0.00084859	0.00540851	0.0154425	0.0511214	0.0194179	0.0200597	0.0207748	0.0135733	0.0144464	0.00256888	0.00135668	0.00379541	0.0334636	0.0130649	0.000709993	0.00634086	0.0157003	0.0141182	0.00670011	0.00479986	0.00317383	0.00669967	0.0085835	0.0031062	0.0175965	0.00571478	0.0135505	0.0606602	0.0188095	0.00199586	0.00929937	0.0156653	0.00139386	0.0113719	0.000279611	0.0102153	0.0116068	0.00313743	0.0131444	0.00224391	0.00361065	0.0245813	0.0352365	0.00268931	0.0185852	0.0166354	0.0155885	0.00633557	0.0168142	0.000153995	0.00280728	0.00770596	0.0252028	0.00427191	0.00400237	0.80082	0.19918	1.522881
72	-609.5523	-753.5586	144.0064	0.0646411	0.00335325	0.006778	0.0579781	0.00318631	0.040649	0.00174513	0.00513155	0.0407068	0.0323617	0.0131838	0.0126019	0.07704	0.0131083	0.0146776	0.0372425	0.0177732	0.00921674	0.00370247	0.0348366	0.0643564	0.00851155	0.00340277	0.00482061	0.00692948	0.00418682	0.0498622	0.00293514	0.0607638	0.0318481	0.0122239	0.0296573	5.96602e-05	0.000262956	0.033155	0.0294121	0.0351719	0.0510246	0.0308818	0.0105094	0.00826142	0.0106786	0.0124497	0.0661415	0.0719341	0.00574184	0.0761315	0.00149573	0.0188363	0.00490904	0.0361579	0.0199188	0.0599463	0.0869495	0.0807511	0.0367168	0.000856723	0.0212339	0.00534743	0.0113508	0.0104148	0.000292239	0.0486297	0.00848351	0.0417332	0.0174421	0.0209276	0.0229804	0.00294346	0.0795151	0.00382794	0.0289398	0.000727696	0.040525	0.0152159	0.0168852	0.200218	0.034374	0.00083611	0.0138368	0.00042976	0.0156678	0.00126191	0.0108769	0.0244487	0.00232383	0.00091513	0.564613	1.21211	0.3525136	1.647486	0.2016	0.457929	0.783746	1.27592	2.18374	4.96032	1.157973	4.673539	0.2269326	0.0285976	0.0014835	0.00299862	0.0256498	0.00140964	0.0179833	0.000772055	0.00227023	0.0180089	0.014317	0.00583259	0.00557516	0.0340829	0.00579916	0.00649344	0.0164763	0.00786295	0.00407754	0.00163799	0.0154119	0.0284716	0.00376555	0.0015054	0.00213266	0.00306564	0.00185227	0.0220593	0.00129852	0.0268823	0.0140898	0.00540794	0.0131205	2.6394e-05	0.000116333	0.014668	0.0130121	0.0155602	0.0225736	0.0136623	0.00464941	0.0036549	0.00472426	0.00550781	0.0292614	0.0318241	0.00254022	0.033681	0.000661719	0.0083333	0.00217179	0.0159964	0.00881218	0.0265206	0.0384669	0.0357247	0.0162437	0.000379019	0.009394	0.00236573	0.00502163	0.00460757	0.000129288	0.021514	0.00375315	0.018463	0.00771648	0.00925848	0.0101667	0.0013022	0.0351779	0.0016935	0.0128031	0.000321937	0.0179285	0.00673159	0.0074701	0.0885773	0.0152072	0.0003699	0.00612149	0.000190128	0.00693151	0.000558277	0.00481201	0.0108162	0.00102808	0.000404859	0.823743	0.176257	2.26037
108	-599.9495	-744.4554	144.5058	0.0985024	0.00108052	0.000950345	0.0990584	0.0184694	0.00916095	0.00790893	0.000803614	0.0499073	0.0249626	0.014634	0.00451584	0.0132022	0.0150128	0.0415909	0.0357276	0.0214818	0.0136047	0.0198563	0.0248497	0.0402433	0.0191465	0.00107204	0.00282353	0.0164057	0.00762716	0.00966577	0.00828459	0.0280387	0.00827688	0.00410903	0.0396869	0.000504297	0.0478432	0.0127101	0.0757527	0.0553714	0.0256082	0.075844	0.000140369	0.0131509	0.0140887	0.0185065	0.0417292	0.0595957	0.00507138	0.0598243	0.0198367	0.0423447	0.00320078	0.0098245	0.0292495	0.07231	0.0358222	0.0260605	0.015848	0.000213039	0.00116971	0.00670841	0.00611122	0.0268538	0.0165184	0.0569171	0.0395949	0.0182388	0.0171898	0.0370835	0.0902201	0.0725204	0.111043	7.15166e-05	0.0335968	0.00530817	0.0206357	0.0578683	0.0118071	0.106542	0.00820368	5.49949e-05	0.0105712	0.00765001	0.00197346	0.00355633	0.00969772	0.0417265	0.0471199	0.011735	0.455861	1.26509	0.4560938	1.543906	0.211882	0.469174	0.7897	1.2663	2.1314	4.71962	1.122006	3.385063	0.1755494	0.0421058	0.000461879	0.000406235	0.0423435	0.00789491	0.00391594	0.00338075	0.000343513	0.0213334	0.0106705	0.00625545	0.00193034	0.00564341	0.00641739	0.0177785	0.0152721	0.00918263	0.00581545	0.00848779	0.0106223	0.0172024	0.00818436	0.000458254	0.00120695	0.00701281	0.00326031	0.00413173	0.00354133	0.0119854	0.00353804	0.00175645	0.0169646	0.000215567	0.0204511	0.00543307	0.0323813	0.0236691	0.0109465	0.0324203	6.00021e-05	0.00562147	0.00602235	0.00791078	0.0178376	0.0254748	0.00216781	0.0255725	0.0084794	0.0181007	0.00136821	0.00419958	0.012503	0.0309096	0.0153126	0.0111398	0.00677438	9.10657e-05	0.000500005	0.00286758	0.00261231	0.0114789	0.00706097	0.0243298	0.0169252	0.00779634	0.00734794	0.0158517	0.0385655	0.0309996	0.0474666	3.05705e-05	0.0143613	0.00226903	0.00882095	0.0247364	0.00504709	0.0455424	0.00350675	2.35081e-05	0.00451879	0.00327007	0.000843574	0.00152019	0.00414539	0.0178364	0.0201419	0.00501625	0.771953	0.228047	2.339399
144	-606.4549	-749.535	143.0801	0.171285	0.0197192	0.000303727	0.147114	0.101414	0.0269923	0.0178467	0.0108466	0.0468284	0.0201586	0.0615906	0.00668354	0.0100338	0.0155191	0.0212169	0.0151597	0.0279366	0.00882185	0.0153169	0.00289966	0.0386163	0.025866	0.0056195	0.00821402	0.0135364	0.0212863	0.0429954	0.00222999	0.0033021	0.0383466	0.0178242	0.0696872	0.0107815	0.00897165	0.0308104	0.0684509	0.0655625	0.0556525	0.0288934	0.00678062	0.0220172	0.0285307	0.0182513	0.0892494	0.0736086	0.0110218	0.0369986	0.00585284	0.0340492	0.0164944	0.0144468	0.00956678	0.0522722	0.016373	0.0196091	0.00527413	0.00850001	0.00199173	0.00956484	0.014735	0.0112055	0.017042	0.0475424	0.00340143	0.0670578	0.00285693	0.0280146	0.0356545	0.0475207	0.0728734	0.000157103	0.0793314	0.0136293	0.0640876	0.0845365	0.117659	0.143581	0.0293356	4.2063e-05	0.0148369	0.00118617	0.0596602	0.024882	0.00410551	0.00487214	0.0492027	0.0162622	0.57428	1.2074	0.3114055	1.688595	0.275837	0.533586	0.82204	1.21649	1.87411	3.62533	0.9312731	5.422495	0.2317187	0.0603103	0.00694323	0.000106944	0.0517997	0.0357085	0.00950413	0.00628391	0.00381913	0.0164885	0.00709793	0.0216864	0.00235331	0.00353295	0.00546437	0.00747058	0.00533782	0.00983664	0.00310622	0.00539317	0.00102098	0.013597	0.00910756	0.00197865	0.0028922	0.00476623	0.007495	0.0151389	0.00078519	0.00116269	0.013502	0.00627599	0.0245372	0.00379621	0.00315897	0.0108485	0.0241019	0.0230849	0.0195955	0.0101735	0.00238749	0.00775238	0.0100458	0.0064264	0.0314252	0.025918	0.00388085	0.0130274	0.00206081	0.0119889	0.00580778	0.00508681	0.00336852	0.0184053	0.00576502	0.00690448	0.00185705	0.0029929	0.000701298	0.00336783	0.00518826	0.00394553	0.00600059	0.0167399	0.00119766	0.0236114	0.00100594	0.00986409	0.0125541	0.0167323	0.0256591	5.53169e-05	0.027933	0.00479894	0.0225656	0.0297657	0.0414282	0.0505557	0.0103292	1.48106e-05	0.00522416	0.000417656	0.0210067	0.00876107	0.00144557	0.00171551	0.0173245	0.00572601	0.844297	0.155703	2.840059
180	-601.5435	-745.9055	144.3619	0.116403	0.00011565	0.00615796	0.0941384	0.00780287	0.0429383	0.0162593	0.000114328	0.0294851	0.0240435	0.0328737	0.00346562	0.0319155	0.00950688	0.0272113	0.0368857	0.0184233	0.0113098	0.0162895	0.0468774	0.0747826	0.0120832	0.0177429	0.0146344	0.0603397	0.0145162	0.0266938	0.00225894	0.0160563	0.0115564	0.0217658	0.0149949	0.00317685	0.0118657	0.00923468	0.0210933	0.0230812	0.049735	0.0376857	0.00506722	0.00862925	0.0167355	0.0274962	0.0464532	0.0555055	0.00442957	0.0268072	0.00102577	0.0403849	0.0497075	0.0107361	0.00896293	0.0537213	0.0231103	0.00661982	0.0339663	0.011917	1.56534e-05	0.000728148	0.0238604	0.0278971	0.00192952	0.0346815	0.0258261	0.0352037	0.0262451	0.0125716	0.0595252	0.0546883	0.0442672	0.0218742	0.044949	0.000531388	0.0100844	0.0424809	0.0279806	0.0995867	0.0082034	0.00124432	0.0089493	0.00401046	0.018803	0.0303907	0.0027587	0.0047248	0.0675142	0.00167799	0.718236	1.13727	0.3725011	1.627499	0.330194	0.582509	0.844848	1.18364	1.71671	3.02852	0.8012144	4.369112	0.3076752	0.0531521	5.28083e-05	0.00281186	0.0429857	0.00356297	0.0196066	0.00742434	5.22045e-05	0.0134636	0.0109788	0.0150109	0.00158248	0.0145733	0.00434106	0.0124253	0.0168428	0.0084125	0.0051643	0.00743813	0.0214053	0.0341474	0.00551744	0.00810182	0.00668239	0.0275524	0.00662841	0.012189	0.00103148	0.00733167	0.00527691	0.00993877	0.00684703	0.00145062	0.00541812	0.00421676	0.00963166	0.0105394	0.0227101	0.0172081	0.00231381	0.00394031	0.00764182	0.0125554	0.0212116	0.0253451	0.00202264	0.0122408	0.000468389	0.0184407	0.0226976	0.00490236	0.00409267	0.0245303	0.0105527	0.00302276	0.0155098	0.00544158	7.14768e-06	0.000332489	0.0108952	0.0127384	0.000881061	0.0158364	0.0117928	0.0160748	0.0119841	0.00574049	0.0271806	0.0249719	0.0202134	0.00998825	0.0205247	0.000242644	0.00460477	0.0193977	0.0127766	0.0454735	0.00374585	0.000568186	0.00408645	0.00183127	0.00858586	0.0138771	0.00125968	0.00215745	0.0308285	0.000766208	0.813749	0.186251	2.189994
216	-601.8774	-745.1581	143.2807	0.1453	0.00067966	0.0103114	0.0649558	0.0839784	0.00078484	0.0103299	0.0175926	0.0538624	0.0163143	0.0253586	0.0077363	0.0246574	0.000470241	0.0286361	0.026515	0.00851166	0.00138363	0.0336848	0.0140101	0.0349952	0.016902	0.0117436	0.0244255	0.0412379	0.0204309	0.0583445	0.0143655	0.0708138	0.0203755	0.00997404	0.0166966	0.0117587	0.0416334	0.052627	0.0648454	0.0216177	0.0637662	0.0205344	0.0136469	0.000369857	0.00183497	0.067207	0.0215393	0.0566115	0.0523696	0.0140088	0.00105759	0.0087805	0.0677163	0.0692402	0.0601646	0.200988	0.0213032	0.0218601	0.011775	0.00155911	0.00302317	0.0756417	0.0106586	0.00921025	0.00330235	0.0420324	0.0301834	0.0456938	0.0299979	0.0255141	0.0876405	0.0403891	0.0228097	0.0283875	0.00238243	0.00999008	0.0359475	0.018735	0.0319452	0.0188197	0.0359837	0.00659363	0.0143015	0.0582725	0.0228847	0.00558067	0.0125211	0.0188599	0.00909423	0.0699024	0.422078	1.28155	0.3083266	1.691673	0.2059	0.462666	0.786267	1.27183	2.16138	4.85674	1.142714	5.486628	0.160452	0.0536066	0.000250751	0.00380424	0.0239646	0.0309827	0.000289556	0.00381108	0.00649056	0.0198718	0.00601894	0.00935571	0.00285421	0.00909701	0.000173489	0.0105649	0.00978234	0.00314026	0.000510472	0.0124276	0.00516885	0.012911	0.00623577	0.00433263	0.00901147	0.0152142	0.0075377	0.0215254	0.00529997	0.0261258	0.00751725	0.00367979	0.00615998	0.00433822	0.0153601	0.019416	0.0239239	0.00797555	0.0235257	0.00757588	0.00503485	0.000136454	0.000676986	0.0247951	0.00794663	0.0208861	0.0193211	0.00516837	0.000390183	0.00323945	0.024983	0.0255453	0.0221969	0.0741518	0.00785953	0.008065	0.00434424	0.000575212	0.00111536	0.027907	0.00393236	0.003398	0.00121836	0.0155073	0.0111358	0.0168581	0.0110673	0.00941309	0.0323338	0.014901	0.00841534	0.0104732	0.000878965	0.00368571	0.0132624	0.00691204	0.0117858	0.00694328	0.0132757	0.00243263	0.00527634	0.0214989	0.008443	0.00205891	0.0046195	0.00695809	0.00335519	0.0257896	0.845837	0.154163	2.710493
252	-607.271	-750.131	142.86	0.242452	0.0112477	0.00420693	0.0718263	0.090275	0.0322283	0.010379	0.0098983	0.0532514	0.0164772	0.0219889	0.00955965	0.0244364	0.000419521	0.043136	0.0125185	0.0191196	0.00333822	0.0459646	0.021508	0.0959618	0.0683604	0.0306043	0.0163917	0.00232579	0.00856094	0.0291225	0.00437092	0.0457168	0.0030424	0.0311076	0.0160352	0.0525997	0.0460959	0.0961072	0.0649762	0.0187337	0.0463408	0.0531302	0.00116747	0.00354542	0.00549628	0.00470635	0.100066	0.0987075	0.127742	0.0205154	0.0158911	0.0576273	0.0292978	0.0389686	0.0235073	0.244603	0.00847057	0.152422	0.0213958	0.00493223	0.0226001	0.106206	0.0170319	0.0199758	0.00319656	0.0796585	0.0633835	0.0460462	0.0365636	0.0117524	0.0447012	0.0714269	0.0193513	0.000374235	0.00555229	0.022808	0.0408067	0.0202544	0.00283031	0.0259328	0.049875	0.0118067	0.0570654	0.0375135	0.0445172	0.00899865	0.01258	0.00981303	0.0219081	0.0762758	0.629143	1.18067	0.4766357	1.523364	0.324197	0.577325	0.842495	1.18695	1.73213	3.08454	0.8144676	3.196077	0.2596023	0.0708161	0.00328527	0.00122877	0.0209792	0.0263678	0.00941334	0.00303153	0.00289113	0.0155538	0.00481271	0.00642259	0.00279221	0.00713746	0.000122535	0.0125993	0.00365645	0.00558452	0.000975038	0.0134255	0.00628211	0.0280288	0.0199669	0.008939	0.00478774	0.000679325	0.0025005	0.00850619	0.00127667	0.0133531	0.000888634	0.00908602	0.0046836	0.0153635	0.0134638	0.0280713	0.0189784	0.00547179	0.0135354	0.0155184	0.000340999	0.00103556	0.00160537	0.00137465	0.0292276	0.0288308	0.0373114	0.00599221	0.00464153	0.0168319	0.0085574	0.0113821	0.0068661	0.0714444	0.00247411	0.0445199	0.00624935	0.00144062	0.0066011	0.0310209	0.00497473	0.00583459	0.000933662	0.0232669	0.0185133	0.0134493	0.0106796	0.00343267	0.0130564	0.0208626	0.00565219	0.000109308	0.00162173	0.00666184	0.011919	0.00591595	0.000826686	0.00757453	0.0145676	0.00344854	0.0166678	0.0109571	0.0130027	0.00262835	0.00367439	0.00286622	0.00639898	0.0222789	0.761682	0.238318	3.423684
288	-601.0789	-744.2465	143.1676	0.0995362	0.00452807	0.0264863	0.0648964	0.00765237	0.072817	0.00366479	0.00403486	0.0160472	0.0156081	0.00836911	0.0143611	0.0548401	0.0185315	0.0369131	0.0153219	0.0154225	0.00430753	0.0050057	0.0159352	0.0479705	0.0151389	0.00666394	0.0337146	0.0206508	0.00979419	0.0308442	0.0379154	0.0138096	0.00837372	0.0155963	0.0155455	0.0250535	0.027867	0.0125743	0.104396	0.036645	0.0295356	0.0339561	0.0202588	0.0139375	0.0132767	0.0129193	0.0108039	0.056361	0.0457808	0.0118633	0.010891	0.0573162	0.0871667	0.0116865	0.0154513	0.0633835	0.003778	0.0457881	0.00292733	0.00241951	0.0046553	0.0647196	0.0274998	0.00290022	0.0314326	0.0748051	0.00286444	0.00238228	0.0761421	0.0108488	0.0365513	0.0155849	0.0179444	0.00687003	0.0776612	0.0236105	0.0337387	0.0562036	0.00711107	0.0136685	0.0623448	0.0237517	0.00960486	0.00552745	0.0423439	0.0354808	0.0164452	0.0413677	0.00346979	0.0111508	0.55582	1.2164	0.231182	1.768818	0.204628	0.461271	0.785526	1.27303	2.16792	4.88692	1.147193	7.651193	0.222612	0.0422656	0.00192273	0.0112468	0.0275567	0.0032494	0.03092	0.00155617	0.00171331	0.00681404	0.00662759	0.00355374	0.00609811	0.0232865	0.00786894	0.0156742	0.00650605	0.0065488	0.00182909	0.00212555	0.00676648	0.0203695	0.00642837	0.00282968	0.0143161	0.00876884	0.00415886	0.0130972	0.0160999	0.00586392	0.0035557	0.00662258	0.00660104	0.0106384	0.0118331	0.00533937	0.0443292	0.0155604	0.0125416	0.0144187	0.00860241	0.00591823	0.00563762	0.00548587	0.00458763	0.0239323	0.0194397	0.00503746	0.00462459	0.024338	0.0370132	0.00496237	0.00656103	0.0269143	0.00160424	0.0194428	0.00124302	0.00102738	0.00197676	0.0274816	0.0116771	0.00123151	0.0133471	0.0317642	0.00121631	0.00101158	0.0323319	0.00460667	0.0155206	0.00661775	0.00761967	0.00291719	0.032977	0.0100256	0.0143263	0.0238655	0.00301954	0.00580401	0.0264732	0.0100856	0.00407847	0.0023471	0.0179803	0.0150661	0.00698307	0.0175658	0.00147336	0.0047349	0.884409	0.115591	2.355015
324	-597.317	-739.1556	141.8386	0.181907	0.00646519	0.000707036	0.174123	0.0372358	0.0272376	0.00306156	0.0206122	0.0437772	0.0630572	0.0150214	0.0160889	0.129264	0.0100375	0.0583396	0.0535083	0.0547277	0.00669658	0.0370876	0.00950201	0.0664053	0.0336698	0.0198183	0.0327031	0.0293366	0.0199924	0.0295862	0.0413306	0.00115749	0.0207075	0.0286899	0.0367896	0.0731645	0.0515327	0.012978	0.085199	0.18144	0.0593804	0.117515	0.0634821	0.015746	0.0340094	0.00991152	0.0678176	0.0735515	0.148439	0.090686	0.0232053	0.0472853	0.038986	0.011661	0.0530805	0.0341689	0.00353452	0.0848495	0.023366	0.0209311	0.0746141	0.144724	0.00585972	0.00252574	0.0248547	0.0574324	0.0116132	0.0220228	0.031671	0.0375862	0.0954479	0.012143	0.000982912	0.0158961	0.0852886	0.0212496	0.0859948	0.0400998	0.0369665	0.0184216	0.0679762	0.0195952	0.0446117	0.0380663	0.0305542	0.104859	0.0221338	0.0522319	0.00566708	0.0505361	0.509948	1.23874	0.4797349	1.520265	0.244266	0.502874	0.806976	1.23919	1.98857	4.09389	1.019163	3.168969	0.2005548	0.0455202	0.00161784	0.000176928	0.0435722	0.00931783	0.0068159	0.000766119	0.00515795	0.0109547	0.0157793	0.00375892	0.00402606	0.0323469	0.00251178	0.0145988	0.0133898	0.013695	0.00167574	0.00928074	0.00237777	0.0166171	0.00842546	0.00495929	0.00818357	0.00734115	0.00500288	0.0074036	0.0103425	0.000289648	0.0051818	0.00717931	0.00920617	0.0183086	0.0128955	0.00324759	0.02132	0.0454033	0.0148592	0.0294067	0.0158857	0.00394025	0.00851046	0.00248024	0.0169706	0.0184054	0.0371451	0.0226931	0.00580684	0.0118326	0.0097558	0.00291803	0.0132828	0.00855036	0.000884472	0.0212326	0.00584708	0.00523777	0.0186713	0.0362154	0.00146633	0.000632037	0.00621961	0.0143718	0.00290606	0.00551094	0.00792529	0.00940551	0.0238847	0.00303864	0.000245962	0.00397782	0.0213425	0.00531747	0.0215192	0.0100345	0.00925043	0.00460978	0.0170103	0.00490347	0.0111636	0.00952564	0.00764584	0.0262396	0.00553872	0.0130704	0.00141812	0.0126461	0.760133	0.239867	3.996191
